pos_classification,main_id,sub_id,store_code,t_c,date,time,day_hour_min_sec,aggregation_classification,spare,store_code_1,detail_classification,transaction_category,floor_no,pos_no,transaction_date,trading_time,receipt_no,payment_method,checker_no,cashier_no,sequence_no,dc_transaction_no,accounting_code,no_of_customers,no_of_sales_items,sales_amount,original_unit_price_points,original_unit_price_amount,cost_of_sales,gross_profit_amount,no_of_points_below_1,price_reduction_amount_1,no_of_points_below_2,price_reduction_amount_2,no_of_points_below_3,price_reduction_amount_3,no_of_points_below_4,price_reduction_amount_4,no_of_points_below_5,price_reduction_amount_5,no_of_points_below_6,price_reduction_amount_6,no_of_points_below_7,price_reduction_amount_7,customer_discount_point,customer_discount_amount,department_code,class_code,plu_code,plu_code_2,sku_classification,sku_code,planning_classification,planning_code,personality_classification,bm_no,tax_classification,external_tax_amount,tax_included,deposit_code,deposit_amount,withdrawal_code,withdrawal_amount,credit,credit_unsigned,credit_manual_entry,credit_cancellation,credit_cancellation_manual_entry,point_return_amount,current_foreign_code,non_cash_amount,surplus_charges,cash,membership_code,membership_rank,point_this_time,normal_points,single_item_points,classification_point,subtotal_amount_point,ecology_point,birthday_flags,bonus_flag,point_redemption,cumulative_points,current_working_day,spare_1
2,350,0,30,2,402011,7000,11700030,,0,30,10,0,10,72,2402011,600061,6211,0,7050,0,6,9080,0,10,60,19900,60,19900,13660,5300,0,0,0,0,10,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20692,126800371480   1,0,540,540,0,0,0,0,0,0,0,4702,240201,0
